     1	        40
     2	        40
     3	        40
     4	        40
     5	        40
     6	        40
     7	        40
     8	        40
     9	        40
    10	        41
    11	        41
    12	        43
    13	        45
    14	        45
    15	        45
    16	        45
    17	        46
    18	        47
    19	        50
    20	        50
    21	        50
    22	        50
    23	        50
    24	        50
    25	        50
    26	        50
    27	        50
    28	        50
    29	        50
    30	        50
    31	        50
    32	        50
    33	        50
    34	        50
    35	        50
    36	        50
    37	        50
    38	        50
    39	        50
    40	        50
    41	        50
    42	        50
    43	        50
    44	        50
    45	        50
    46	        50
    47	        50
    48	        50
    49	        50
    50	        50
    51	        50
    52	        50
    53	        50
    54	        50
    55	        50
    56	        50
    57	        50
    58	        50
    59	        50
    60	        50
    61	        50
    62	        50
    63	        50
    64	        50
    65	        50
    66	        50
    67	        50
    68	        50
    69	        50
    70	        50
    71	        50
    72	        50
    73	        50
    74	        50
    75	        50
    76	        50
    77	        50
    78	        50
    79	        50
    80	        50
    81	        50
    82	        50
    83	        50
    84	        50
    85	        50
    86	        50
    87	        50
    88	        50
    89	        50
    90	        50
    91	        43
    92	        43
    93	        43
    94	        43
    95	        44
    96	        44
    97	        44
    98	        45
    99	        45
   100	        44
   101	        45
   102	        44
   103	        43
   104	        43
   105	        43
   106	        43
   107	        42
   108	        43
   109	        40
   110	        41
   111	        41
   112	        42
   113	        42
   114	        43
   115	        44
   116	        44
   117	        45
   118	        45
   119	        45
   120	        46
   121	        46
   122	        47
   123	        48
   124	        48
   125	        49
   126	        50
   127	        50
   128	        50
   129	        50
   130	        50
   131	        50
   132	        50
   133	        50
   134	        50
   135	        50
   136	        50
   137	        50
   138	        50
   139	        50
   140	        50
   141	        50
   142	        50
   143	        50
   144	        50
   145	        50
   146	        50
   147	        50
   148	        50
   149	        50
   150	        50
   151	        50
   152	        50
   153	        50
   154	        50
   155	        50
   156	        50
   157	        50
   158	        50
   159	        50
   160	        50
   161	        50
   162	        50
   163	        50
   164	        50
   165	        50
   166	        50
   167	        50
   168	        50
   169	        50
   170	        50
   171	        50
   172	        50
   173	        50
